rating,title,year
7.7,20000 Leagues Under the Sea,1954
6,Cool Runnings,1993
0,Angels in the Outfield,1951
7.3,Cinderella,1950
6.8,The Three Caballeros,1944
6,The Sword in the Stone,1963
0,So Dear to My Heart,1948
5.2,Robin Hood: Prince of Thieves,1991
8.2,Mary Poppins,1964
8.4,Dumbo,1941
4.6,Pete's Dragon,1977
6,Bedknobs and Broomsticks,1971
6.5,Alice in Wonderland,1951
6.6,The Fox and the Hound,1981
6.4,Freeway,1996
7.7,The Sound of Music,1965
8.1,Die Hard,1988
4.9,The Lawnmower Man,1992
6.6,Unhook the Stars,1996
5.4,Synthetic Pleasures,1995
7.6,Secret Agent,1936
8.6,Secrets & Lies,1996
7.1,That Thing You Do!,1996
4.7,To Gillian on Her 37th Birthday,1996
5,Surviving Picasso,1996
0,Love Is All There Is,1996
6.8,Beautiful Thing,1996
6.1,The Long Kiss Goodnight,1996
5.5,The Ghost and the Darkness,1996
7.1,Looking for Richard,1996
6.9,Trees Lounge,1996
6,Normal Life,1996
7.5,Get on the Bus,1996
3,Shadow Conspiracy,1997
7.3,Jude,1996
7.3,Everyone Says I Love You,1996
0,Azúcar amarga,1996
0,Romeo + Juliet,1996
7.7,Swingers,1996
6.7,Sleepers,1996
3.9,The Sunchaser,1996
7.9,Indiana Jones and the Last Crusade,1989
4.4,Aladdin and the King of Thieves,1995
5.4,Shall We Dance,2004
0,A Damsel in Distress,1937
7.7,Crossfire,1947
7.7,"Murder, My Sweet",1944
5.7,Macao,1952
0,For the Moment,1993
7.5,Willy Wonka & the Chocolate Factory,1971
7.9,The Innocents,1961
8,Sleeper,1973
7,Bananas,1971
8,A Fish Called Wanda,1988
8.2,Life of Brian,1979
8,Victor Victoria,1982
8.6,The Manchurian Candidate,1962
6.1,The Great Race,1965
8.1,Bonnie and Clyde,1967
6.4,The Old Man and the Sea,1958
7.2,Dial M for Murder,1954
0,M. Butterfly,1993
5.8,Dirty Dancing,1987
8.9,Reservoir Dogs,1992
7.8,Platoon,1986
4.9,Weekend at Bernie's,1989
6,Basic Instinct,1992
5.8,The Doors,1991
8.5,The Crying Game,1992
8.5,Glengarry Glen Ross,1992
7.1,Sophie's Choice,1982
8.9,E.T.: The Extra-Terrestrial,1982
0,The Search for One-eye Jimmy,1994
0,A Christmas Carol,1984
4.6,Days of Thunder,1990
0,Top Gun,1986
0,American Strays,1996
8.2,Rebel Without a Cause,1955
8.5,A Streetcar Named Desire,1951
0,Children of the Corn: The Gathering,1996
4.2,Loser,2000
8,Microcosmos: Le peuple de l'herbe,1996
6.2,Palookaville,1995
5.1,The Associate,1996
7,The Funeral,1996
3.7,Sleepover,2004
6.8,La fille seule,1995
6.8,Le huitième jour,1996
7.4,Punch-Drunk Love,2002
7.7,The People vs. Larry Flynt,1996
0,Glory Daze,1995
6.9,A Perfect Candidate,1996
7.5,On Golden Pond,1981
6.6,The Return of the Pink Panther,1975
2.7,Drop Dead Fred,1991
7.2,The Abyss,1989
2.7,The Fog,2005
6.8,Escape from New York,1981
6.1,The Howling,1981
8,Jean de Florette,1986
8.9,Manon des sources,1986
7.6,Kinsey,2004
6.7,Private Benjamin,1980
7.8,Monty Python and the Holy Grail,1975
0,Hustler White,1996
0,Dadetown,1995
4.9,Everything Relative,1996
4.8,Entertaining Angels: The Dorothy Day Story,1996
5.1,Get Over It,2001
6.3,Trois vies & une seule mort,1996
0,The Line King: The Al Hirschfeld Story,1996
8.4,When We Were Kings,1996
9.1,Wallace & Gromit in The Wrong Trousers,1993
8,Le retour de Martin Guerre,1982
0,Faust: Love of the Damned,2000
7.6,He Walked by Night,1948
3.8,Raw Deal,1986
7.8,T-Men,1947
0,I bambini ci guardano,1944
0,La symphonie pastorale,1946
7.3,Die Blechtrommel,1979
7.2,The Ruling Class,1972
0,Mina Tannenbaum,1994
8,2 ou 3 choses que je sais d'elle,1967
3.6,Dear God,1996
3.3,Bad Moon,1996
0,Best of the Best 3: No Turning Back,1995
7.5,Bob Roberts,1992
7.9,Nuovo Cinema Paradiso,1988
7.3,The Cook the Thief His Wife & Her Lover,1989
6.8,Grosse fatigue,1994
7.6,Delicatessen,1991
7.6,La double vie de Véronique,1991
7.2,Enchanted April,1992
8.6,Paths of Glory,1957
7.9,The Grifters,1990
7.1,Hear My Song,1991
7.7,The English Patient,1996
6.3,Mediterraneo,1991
8.2,My Left Foot: The Story of Christy Brown,1989
7.9,"Sex, Lies, and Videotape",1989
7.8,Passion Fish,1992
0,Strictly Ballroom,1992
8.7,The Thin Blue Line,1988
6.5,Átame!,1990
6.1,Madonna: Truth or Dare,1991
7.4,Paris Is Burning,1990
8.8,One Flew Over the Cuckoo's Nest,1975
5.1,Up in Smoke,1978
8.6,Star Wars: Episode V - The Empire Strikes Back,1980
8.2,The Princess Bride,1987
0,Raiders of the Lost Ark,1981
8.6,Brazil,1985
8.8,Aliens,1986
8.7,"Il buono, il brutto, il cattivo.",1966
8.3,Withnail & I,1987
8.8,12 Angry Men,1957
8.8,Lawrence of Arabia,1962
0,A Clockwork Orange,1971
8.8,To Kill a Mockingbird,1962
8.8,Apocalypse Now,1979
9,C'era una volta il West,1968
6.7,Star Wars: Episode VI - Return of the Jedi,1983
8.5,Der Himmel über Berlin,1987
9.1,The Third Man,1949
8.8,Goodfellas,1990
0,Alien,1979
6.9,Army of Darkness,1992
5.8,Le grand bleu,1988
8.7,Ran,1985
8.6,Dip huet seung hung,1989
8.9,Psycho,1960
6.9,The Blues Brothers,1980
9.2,The Godfather: Part II,1974
8.2,Full Metal Jacket,1987
8.3,A Grand Day Out with Wallace and Gromit,1989
8.2,Henry V,1989
8.6,Amadeus,1984
8,The Quiet Man,1952
8.4,Once Upon a Time in America,1984
9,Raging Bull,1980
8.8,Annie Hall,1977
8.6,The Right Stuff,1983
8.2,Stalker,1979
9,Das Boot,1981
8.1,The Sting,1973
7.6,Harold and Maude,1971
4.6,Trust the Man,2005
9,Det sjunde inseglet,1957
8.8,Local Hero,1983
5,Terminator Salvation,2009
7.4,Braindead,1992
7.9,Glory,1989
6.3,Rosencrantz & Guildenstern Are Dead,1990
8.6,Manhattan,1979
8,Miller's Crossing,1990
7.2,Dead Poets Society,1989
8,The Graduate,1967
0,Touch of Evil,1958
8.8,The Bridge on the River Kwai,1957
8.4,8½,1963
9.3,Chinatown,1974
8,The Day the Earth Stood Still,1951
9,The Treasure of the Sierra Madre,1948
6.4,Bad Taste,1987
8.9,Duck Soup,1933
7,Better Off Dead...,1985
7.8,The Shining,1980
7.8,Stand by Me,1986
9,M,1931
7.8,Evil Dead II,1987
0,The Great Escape,1963
8.3,The Deer Hunter,1978
8.1,Diva,1981
7.9,Groundhog Day,1993
8.5,Unforgiven,1992
8.6,The Manchurian Candidate,1962
6.7,Pump Up the Volume,1990
7.6,Arsenic and Old Lace,1944
8.4,Back to the Future,1985
6.5,Fried Green Tomatoes,1991
8.2,Patton,1970
7.4,Down by Law,1986
7.3,Akira,1988
5.9,Highlander,1986
8.8,Cool Hand Luke,1967
6.9,Cyrano de Bergerac,1950
8.5,Young Frankenstein,1974
6.3,Night on Earth,1991
8.4,Da hong deng long gao gao gua,1991
8.9,The Great Dictator,1940
8.5,Fantasia,1940
8.8,High Noon,1952
8.6,The Big Sleep,1946
7.8,Heathers,1989
5.8,Somewhere in Time,1980
7.8,Ben-Hur,1959
8.6,This Is Spinal Tap,1984
8,Koyaanisqatsi,1982
6.4,Some Kind of Wonderful,1987
7.9,Indiana Jones and the Last Crusade,1989
8.4,Being There,1979
7.7,Gandhi,1982
8.3,The Unbearable Lightness of Being,1988
8.6,A Room with a View,1985
6.5,Real Genius,1985
6.5,Pink Floyd The Wall,1982
8.1,The Killing Fields,1984
7.9,Mitt liv som hund,1985
8.1,Forbidden Planet,1956
7.7,Field of Dreams,1989
8.6,The Man Who Would Be King,1975
8.1,Butch Cassidy and the Sundance Kid,1969
8.2,"Paris, Texas",1984
6.5,Bis ans Ende der Welt,1991
7.8,When Harry Met Sally...,1989
7.5,Hype!,1996
0,Santa with Muscles,1996
6.3,Female Perversions,1996
2.9,Mad Dog Time,1996
0,Breathing Room,2008
5.6,I'm Not Rappaport,1996
0,Blue Juice,1995
5,Alien³,1992
7.5,An American Werewolf in London,1981
2.3,Amityville 1992: It's About Time,1992
2.9,Amityville 3-D,1983
0,Amityville: Dollhouse,1996
0,Amityville: A New Generation,1993
2.7,Amityville II: The Possession,1982
4.2,The Amityville Horror,2005
3.6,The Amityville Curse,1990
6.4,Blood for Dracula,1974
0,April Fool's Day,2008
5.4,Audrey Rose,1977
0,Believers,2007
8,The Birds,1963
5.6,The Blob,1988
2.6,Blood Beach,1980
4.4,Body Parts,1991
8.9,Invasion of the Body Snatchers,1956
7.7,Dracula,1931
8.9,Bride of Frankenstein,1935
5.2,Burnt Offerings,1976
6.3,Candyman,1992
6.9,Cape Fear,1991
6.9,Cape Fear,1991
8,Carrie,1976
6.1,Cat People,1982
7.7,A Nightmare on Elm Street,1984
8.9,"Nosferatu, eine Symphonie des Grauens",1922
0,Nosferatu a Venezia,1988
7,The Omen,1976
6.1,Blood and Wine,1996
5.5,Albino Alligator,1996
5.3,The Mirror Has Two Faces,1996
8,Breaking the Waves,1996
5.9,Nochnoy dozor,2004
7.4,Star Trek: First Contact,1996
8,Shine,1996
8.3,Sling Blade,1996
4,Jingle All the Way,1996
8.2,Paradise Lost: The Child Murders at Robin Hood Hills,1996
5.8,The Preacher's Wife,1996
0,Kjærlighetens kjøtere,1995
7.3,Ridicule,1996
7.2,The Crucible,1996
8,One Hundred and One Dalmatians,1961
7.5,J'ai pas sommeil,1994
8.1,Die Hard,1988
5.8,Star Trek: The Motion Picture,1979
6.8,Star Trek VI: The Undiscovered Country,1991
4,Star Trek V: The Final Frontier,1989
7.8,Star Trek: The Wrath of Khan,1982
6.4,Star Trek III: The Search for Spock,1984
6.8,Star Trek IV: The Voyage Home,1986
6.5,Batman Returns,1992
4.6,Young Guns,1988
4.9,Young Guns II,1990
6.7,Grease,1978
6.7,Grease,1978
3.2,Marked for Death,1990
1.4,Adrenalin: Fear the Rush,1996
6.1,The Substance of Fire,1996
6.2,Under Siege,1992
0,Terror in a Texas Town,1958
8.8,Jaws,1975
8.8,Jaws,1975
2.9,Jaws 3-D,1983
5.2,My Fellow Americans,1996
5.8,Mars Attacks!,1996
6.8,Citizen Ruth,1996
7.4,Jerry Maguire,1996
7.6,Raising Arizona,1987
6.4,Tin Men,1987
6.8,Sneakers,1992
7.1,Bastard Out of Carolina,1996
4.1,In Love and War,1996
6.7,Marvin's Room,1996
5.8,Ghosts of Mississippi,1996
6.7,Night Falls on Manhattan,1996
6.2,Beavis and Butt-Head Do America,1996
7.7,La cérémonie,1995
7,Scream,1996
8,The Last of the Mohicans,1992
7.6,Michael Clayton,2007
4.2,The Evening Star,1996
8.2,Hamlet,1996
6.3,Some Mother's Son,1996
6.9,The Whole Wide World,1996
7,The Mother,2003
7,Les voleurs,1996
6.5,Evita,1996
5.5,The Portrait of a Lady,1996
8.1,Walkabout,1971
0,Message to Love: The Isle of Wight Festival,1997
0,The Grateful Dead,1977
5,Murder at 1600,1997
0,Hearts and Minds,1974
5.6,Fierce Creatures,1997
4.4,Zeus and Roxanne,1997
3.2,Turbulence,1997
6,Ging chaat goo si 4: Ji gaan daan yam mo,1996
4.7,Underworld,2003
3.2,Beverly Hills Ninja,1997
4,Metro,1997
4.8,The Time Machine,2002
5,The Strangers,2008
0,The Cement Garden,1993
4.9,Dante's Peak,1997
2.5,Meet Wally Sparks,1997
4,Amos & Andrew,1993
5.7,Benny & Joon,1993
6.4,Prefontaine,1997
6.9,Guantanamera,1995
2.2,McHale's Navy,1997
7.8,Kolja,1996
6.8,Gridlock'd,1997
7.7,Waiting for Guffman,1996
7.2,Kavkazskiy plennik,1996
4.6,The Beautician and the Beast,1997
6.3,SubUrbia,1996
5.1,Hotel de Love,1996
2.3,The Pest,1997
4.8,Fools Rush In,1997
4.7,Touch,1997
5.5,Absolute Power,1997
3.8,That Darn Cat,1997
3.8,Vegas Vacation,1997
5,That Old Feeling,1997
6.2,Lost Highway,1997
7.1,Rosewood,1997
7.8,Donnie Brasco,1997
4.2,Booty Call,1997
6.7,Boys Life 2,1997
5.2,City of Industry,1997
8,Children of Men,2006
4,Jungle 2 Jungle,1997
5,Kama Sutra: A Tale of Love,1996
0,Private Parts,1997
6.4,Love Jones,1997
4.6,The Saint,1997
6,Smilla's Sense of Snow,1997
0,Van Helsing,2004
7.1,Crash,2004
6.4,The Daytrippers,1996
6.9,Liar Liar,1997
0,The Quiet Room,1996
6,Selena,1997
5.3,The Devil's Own,1997
6.5,Cats Don't Dance,1997
3,B*A*P*S,1997
5.5,Love and Other Catastrophes,1996
3.8,Turbo: A Power Rangers Movie,1997
7.4,Anna Karenina,1935
3.8,Double Team,1997
5.4,Inventing the Abbotts,1997
4.7,Anaconda,1997
7.1,Grosse Pointe Blank,1997
4.1,Keys to Tulsa,1996
0,KISS Meets the Phantom of the Park,1978
3.3,8 Heads in a Duffel Bag,1997
7.4,Hollow Reed,1996
6,Paradise Road,1997
5.1,The Time Traveler's Wife,2009
0,Walk All Over Me,2007
0,A Brother's Kiss,1997
6.4,Shekvarebuli kulinaris ataserti retsepti,1996
6.2,Romy and Michele's High School Reunion,1997
6.4,Feng yue,1996
5,Volcano,1997
6.6,Children of the Revolution,1996
0,Austin Powers: International Man of Mystery,1997
7.6,Mujeres al borde de un ataque de nervios,1988
6.3,Broken English,2007
7.3,The Ten Commandments,1956
4,Ripe,1996
4.5,"Truth or Consequences, N.M.",1997
4,Warriors of Virtue,1997
4,Fathers' Day,1997
6.3,The Fifth Element,1997
5.2,Intimate Relations,1996
7.5,Nirgendwo in Afrika,2001
0,Losing Chase,1996
4.2,Sprung,1997
7.7,La promesse,1996
0,Le bonheur,1965
6.1,Love! Valour! Compassion!,1997
7.9,Shall we dansu?,1996
0,The Second Jungle Book: Mowgli & Baloo,1997
5.4,Twin Town,1997
5.6,Addicted to Love,1997
6.6,Brassed Off,1996
6.2,The Designated Mourner,1997
5.6,The Lost World: Jurassic Park,1997
8.1,Ponette,1996
6.5,Schizopolis,1996
5.1,Saving Shiloh,2006
4.6,Rough Magic,1995
5,Trial and Error,1997
5.4,Buddy,1997
5.7,Con Air,1997
6.7,The Pillow Book,1996
3.1,Speed 2: Cruise Control,1997
5.6,Sudden Manhattan,1996
4,Wedding Bell Blues,1996
0,Batman & Robin,1997
6.1,Dream with the Fishes,1997
5.8,Roseanna's Grave,1997
0,Head Above Water,1996
7,Hercules,1997
0,The Last Time I Committed Suicide,1997
6.5,My Best Friend's Wedding,1997
0,Tetsuo II: Body Hammer,1992
7.3,Chacun cherche son chat,1996
8.4,Le mépris,1963
7.9,Face/Off,1997
6.2,The Fall,2006
7.1,Gabbeh,1996
7.5,Men in Black,1997
5.3,Out to Sea,1997
4.5,Wild America,1997
4.6,A Simple Wish,1997
6.8,Contact,1997
6.9,Love Serenade,1996
6,G.I. Jane,1997
6.4,Conan the Barbarian,1982
5.3,George of the Jungle,1997
6.5,Cop Land,1997
4.3,Event Horizon,1997
4,Spawn,1997
4.9,Air Bud,1997
5.4,Picture Perfect,1997
7.9,In the Company of Men,1997
4.7,Free Willy 3: The Rescue,1997
7.1,Career Girls,1997
6.2,Conspiracy Theory,1997
4.1,Desperate Measures,1998
5.8,Steel Magnolias,1989
6,She's So Lovely,1997
5.5,Hoodlum,1997
4,Leave It to Beaver,1997
6.3,Mimic,1997
4.5,Excess Baggage,1997
3.6,Kull the Conqueror,1997
7,Air Force One,1997
5.2,One Eight Seven,1997
7.8,The Hunt for Red October,1990
7,My Own Private Idaho,1991
5.4,"Kiss Me, Guido",1997
5,Star Maps,1997
6.9,In & Out,1997
6.3,The Edge,1997
6,The Peacemaker,1997
8.6,L.A. Confidential,1997
6.3,Seven Years in Tibet,1997
5.4,Kiss the Girls,1997
6.3,Soul Food,1997
4.1,Kicked in the Head,1997
3.4,Wishmaster,1997
4.3,A Thousand Acres,1997
7.2,The Game,1997
3.3,Fire Down Below,1997
6.1,U Turn,1997
6.8,The Day of the Locust,1975
5.6,The MatchMaker,1997
5.8,The Assignment,1997
0,A Smile Like Yours,1997
8,Ulee's Gold,1997
7.6,The Ice Storm,1997
4.4,Stag,1997
7.5,Chasing Amy,1997
3,How to Be a Player,1997
7.6,The Full Monty,1997
6.7,Indian Summer,1996
7.3,Mrs Brown,1997
5.3,I Know What You Did Last Summer,1997
6.2,The Devil's Advocate,1997
3.9,RocketMan,1997
4.1,Playing God,1997
5.9,The House of Yes,1997
8.1,"Fast, Cheap & Out of Control",1997
7.2,Washington Square,1997
6.1,Telling Lies in America,1997
5.7,Year of the Horse,1997
7.1,Gattaca,1997
6.2,FairyTale: A True Story,1997
5,The Phantom of the Opera,2004
5.6,Swept from the Sea,1997
5,Wonderland,2003
5.5,A Life Less Ordinary,1997
7,The Hurricane,1999
7.5,Eve's Bayou,1997
4.8,Switchback,1997
5.6,Gang Related,1997
6.6,Stripes,1981
5.3,Bean,1997
3.4,Hugo Pool,1997
5.3,Mad City,1997
5,One Night Stand,1997
6,The Tango Lesson,1997
6.9,Welcome to Sarajevo,1997
5.4,Deceiver,1997
6.9,The Rainmaker,1997
8.1,Boogie Nights,1997
8.1,Witness,1985
5.1,Incognito,1997
6,Starship Troopers,1997
6.3,Critical Care,1997
6.9,The Joy Luck Club,1993
2.4,Chairman of the Board,1998
6.3,Sliding Doors,1998
2.5,Mortal Kombat: Annihilation,1997
8.2,The Truman Show,1998
7.8,The Wings of the Dove,1997
6.4,Mrs Dalloway,1997
5.4,"I Love You, I Love You Not",1996
5.1,Red Corner,1997
4.2,The Jackal,1997
7.1,Anastasia,1997
5.4,The Man Who Knew Too Little,1997
5,Alien³,1992
6.9,Amistad,1997
8,The Apostle,1997
6.3,Artemisia,1997
6.3,Bent,1997
0,Les Boys,1997
7.5,The Butcher Boy,1997
7.2,Deconstructing Harry,1997
3.7,Flubber,1997
3.7,For Richer or Poorer,1997
8,Good Will Hunting,1997
4.3,Home Alone 3,1997
0,Ill Gotten Gains,1997
0,Man of Her Dreams,1997
6.2,Midnight in the Garden of Good and Evil,1997
5.3,Mousehunt,1997
0,Never Met Picasso,1996
3.2,Office Killer,1997
0,"Other Voices, Other Rooms",1995
6.8,Scream 2,1997
8.8,The Sweet Hereafter,1997
7.4,Titanic,1997
5.9,Tomorrow Never Dies,1997
2.9,Twisted,2004
6.3,The Education of Little Tree,1997
3.8,The Postman,1997
6.9,The Horse Whisperer,1998
6.5,The Winter Guest,1997
7.3,Jackie Brown,1997
7.3,Kundun,1997
2.3,Mr. Magoo,1997
7.1,The Big Lebowski,1998
6.8,Afterglow,1997
7.4,Ma vie en rose,1997
5.4,Great Expectations,1998
0,3 Ninjas: High Noon at Mega Mountain,1998
4.1,Caught Up,1998
6.8,Arguing the World,1998
0,Firestorm,1998
3.4,Senseless,1998
7.4,Wag the Dog,1997
0,Dark City,1998
6.4,The Leading Man,1996
5.3,Star Kid,1997
4.2,Half Baked,1998
5.3,Fallen,1998
5.8,Shooting Fish,1997
4.7,The Prophecy II,1998
7.9,Duo luo tian shi,1995
6.2,"O Que É Isso, Companheiro?",1997
4.5,Spice World,1997
4.2,Deep Rising,1998
0,A Letter from Death Row,1998
5,Music from Another Room,1998
5.4,The Replacement Killers,1998
5.6,B. Monkey,1998
0,The Night Flier,1997
5.1,Blues Brothers 2000,1998
0,Tokyo Fist,1995
5.2,Zardoz,1974
6.6,Joy Ride,2001
6.1,The Wedding Singer,1998
4,Sphere,1998
5.8,Ayn Rand: A Sense of Life,1997
0,A Further Gesture,1997
0,Little City,1997
5.1,Palmetto,1998
7.2,As Good as It Gets,1997
6,King of New York,1990
7.6,Men with Guns,1997
0,The Sadness of Sex,1995
5.5,Twilight,2008
4.9,U.S. Marshals,1998
3.8,Welcome to Woop Woop,1997
8,Love and Death on Long Island,1997
0,El callejón de los milagros,1995
2.9,In God's Hands,1998
7.7,Everest,1998
3.4,Hush,1998
5.4,Suicide Kings,1997
5.4,The Man in the Iron Mask,1998
6.3,The Newton Boys,1998
6.9,Where the Wild Things Are,2009
6.1,Paulie,1998
5.5,"A Cool, Dry Place",1998
8.2,Hana-bi,1997
7.2,Primary Colors,1998
6.2,Niagara,1953
4.9,Wide Awake,1998
5.9,A Price Above Rubies,1998
8.2,East of Eden,1955
5.6,Two Girls and a Guy,1997
5.3,No Looking Back,1998
7.5,Storefront Hitchcock,1998
7.3,The Proposition,2005
5.8,The Object of My Affection,1998
2.4,Meet the Deedles,1998
5.9,Homegrown,1998
5,The Players Club,1998
0,Barney's Great Adventure,1998
7.9,Big,1988
6.4,Chinese Box,1997
4.6,Lost in Space,1998
0,Heaven's Burning,1997
4.2,Mercury Rising,1998
7.4,The Spanish Prisoner,1997
0,City of Angels,1998
6.3,The Last Days of Disco,1998
4.4,The Odd Couple II,1998
4.8,My Giant,1998
6.9,He Got Game,1998
6.2,The Gingerbread Man,1998
5.3,Illtown,1996
0,Slappy and the Stinkers,1998
7.1,Carne trémula,1997
6.7,Zero Effect,1998
6.2,Nil by Mouth,1997
6.6,The Borrowers,1997
0,Prince Valiant,1954
5.4,"I Love You, Don't Touch Me!",1997
0,Leather Jacket Love Story,1997
2.8,An Alan Smithee Film: Burn Hollywood Burn,1997
4.7,Kissing a Fool,1998
3.5,Krippendorf's Tribe,1998
5.3,Kurt & Courtney,1998
5.4,The Real Blonde,1997
5.6,Yat goh hiu yan,1997
7.3,Ta'm e guilass,1997
7.3,Karakter,1997
7.4,Budbringeren,1997
3.2,Species II,1998
3,Major League: Back to the Minors,1998
3.5,Sour Grapes,1998
7.2,Wild Man Blues,1997
5.1,The Big Hit,1998
2.2,Tarzan and the Lost City,1998
3.1,Black Dog,1998
6.6,"Dancer, Texas Pop. 81",1998
6.7,Priyatel pokoynika,1997
8.2,Slumdog Millionaire,2008
6.9,Les misérables,1998
5.6,Still Breathing,1997
6.9,Clockwatchers,1997
5.7,Deep Impact,1998
4.6,Little Men,1997
7.9,Face/Off,1997
7.3,The Hanging Garden,1997
6.5,Lawn Dogs,1997
5.3,Quest for Camelot,1998
4.7,Godzilla,1998
7,Bulworth,1998
5.8,Fear and Loathing in Las Vegas,1998
7.1,The Opposite of Sex,1998
3,I Got the Hook Up,1998
2.3,Almost Heroes,1998
4.9,Hope Floats,1998
7.7,Insomnia,2002
5,Little Boy Blue,1997
3.9,Coyote Ugly,2000
6.2,A Perfect Murder,1998
7.5,Jenseits der Stille,1996
5.4,Six Days Seven Nights,1998
5.4,Can't Hardly Wait,1998
6,Cousin Bette,1998
6.8,High Art,1998
6.7,The Land Girls,1998
6.1,Passion in the Desert,1997
7.6,Bacheha-Ye aseman,1997
6.8,Dear Jesse,1998
5,Dream for an Insomniac,1996
5.2,Hav Plenty,1997
7.4,Henry Fool,1997
6.5,Mr. Jealousy,1997
7.5,Mulan,1998
0,Resurrection Man,1998
6,The X Files,1998
7.2,I Went Down,1997
5.2,Doctor Dolittle,1998
7.9,Out of Sight,1998
8.3,Picnic at Hanging Rock,1975
7.3,Smoke Signals,1998
6.2,Viagem ao Princípio do Mundo,1997
7,Buffalo '66,1998
5.1,Armageddon,1998
5.9,Lethal Weapon 4,1998
6.5,Madeline,1998
6.2,Small Soldiers,1998
7.2,Pi,1998
7.6,What Ever Happened to Baby Jane?,1962
0,There's Something About Mary,1998
4.9,Plan 9 from Outer Space,1958
8.5,Der Himmel über Berlin,1987
5.4,The Broadway Melody,1929
8.6,All Quiet on the Western Front,1930
6.4,Spirit: Stallion of the Cimarron,2002
7.4,Grand Hotel,1932
6.7,Cavalcade,1933
8.2,Mutiny on the Bounty,1935
6,The Great Ziegfeld,1936
7,The Life of Emile Zola,1937
7.3,You Can't Take It with You,1938
7.8,How Green Was My Valley,1941
7.6,Mrs. Miniver,1942
7,Going My Way,1944
8.2,The Lost Weekend,1945
8.6,The Best Years of Our Lives,1946
7,Gentleman's Agreement,1947
8.2,Hamlet,1996
0,All the King's Men,2006
0,The Greatest Show on Earth,1952
8,From Here to Eternity,1953
9,On the Waterfront,1954
8.4,Back to the Future,1985
8.1,West Side Story,1961
7.8,Tom Jones,1963
7.8,A Man for All Seasons,1966
8.1,In the Heat of the Night,1967
7.7,Oliver!,1968
8.3,Midnight Cowboy,1969
8.5,The French Connection,1971
8.1,Rocky,1976
7.9,Kramer vs. Kramer,1979
7.9,Ordinary People,1980
7.4,Chariots of Fire,1981
7.4,Terms of Endearment,1983
6.2,Out of Africa,1985
7.9,The Last Emperor,1987
7.6,Rain Man,1988
7,Driving Miss Daisy,1989
6.9,Take the Money and Run,1969
8,Klute,1971
7.9,Repo Man,1984
7.4,Metropolitan,1990
6,Labyrinth,1986
7.5,The Breakfast Club,1985
4.8,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985
5.9,A Nightmare on Elm Street 3: Dream Warriors,1987
5.3,A Nightmare on Elm Street 4: The Dream Master,1988
4.1,A Nightmare on Elm Street: The Dream Child,1989
3.9,Freddy's Dead: The Final Nightmare,1991
5.6,Friday the 13th,1980
4.4,Friday the 13th Part 2,1981
3.5,Friday the 13th Part III,1982
4.3,Friday the 13th: The Final Chapter,1984
3.3,Friday the 13th: A New Beginning,1985
5.1,Jason Lives: Friday the 13th Part VI,1986
4.5,Friday the 13th Part VII: The New Blood,1988
2.9,Friday the 13th Part VIII: Jason Takes Manhattan,1989
4.1,Halloween,2007
4.3,Halloween II,1981
4.2,Halloween III: Season of the Witch,1982
3.8,Halloween 4: The Return of Michael Myers,1988
3.6,Halloween 5,1989
2.8,Prom Night,2008
4,Hello Mary Lou: Prom Night II,1987
0,Prom Night III: The Last Kiss,1990
2.1,Prom Night IV: Deliver Us from Evil,1992
5.3,Bride of Chucky,1998
4.2,Child's Play 2,1990
4.3,Child's Play 3,1991
7.1,Poltergeist,1982
4.7,Poltergeist II: The Other Side,1986
3.6,Poltergeist III,1988
